external_id,name,active,code_labor,description,rata_labor,unidad_medida,cantidad_minima,cantidad_maxima,equivalencia_tiempo,observacion
Labor_420,K28 - CHAPEO,true,K28,CHAPEO,1.87,,0,0,0,
Labor_421,K29 - CONTRUCCION DE CANALES,true,K29,CONTRUCCION DE CANALES,1.87,,0,0,0,
Labor_422,K30 - CONTRUCCION DE DIQUES,true,K30,CONTRUCCION DE DIQUES,1.87,,0,0,0,
Labor_423,K31 - CORTE MECANICO DE CAÑA,true,K31,CORTE MECANICO DE CAÑA,1.87,,0,0,0,
Labor_424,K32 - CORTE Y ALCE MECANICO,true,K32,CORTE Y ALCE MECANICO,1.87,,0,0,0,
Labor_425,K33 - DESMONTE,true,K33,DESMONTE,1.87,,0,0,0,
Labor_426,K34 - DESTRONQUE,true,K34,DESTRONQUE,1.87,,0,0,0,
Labor_427,K35 - DRENAJE,true,K35,DRENAJE,1.87,,0,0,0,
Labor_428,K36 - FUMIGACION,true,K36,FUMIGACION,1.87,,0,0,0,
Labor_429,K37 - NIVELACION,true,K37,NIVELACION,1.87,,0,0,0,
Labor_430,K38 - PARCELACION,true,K38,PARCELACION,1.87,,0,0,0,
Labor_431,K39 - RATRADURA,true,K39,RATRADURA,1.87,,0,0,0,
Labor_432,K43 - RELLENOS,true,K43,RELLENOS,1.87,,0,0,0,
Labor_433,K45 - REPARTO DE COMBUSTIBLE,true,K45,REPARTO DE COMBUSTIBLE,1.87,,0,0,0,
Labor_434,K48 - ROTURACION DE CEPA,true,K48,ROTURACION DE CEPA,1.87,,0,0,0,
Labor_435,K49 - SIEMBRA,true,K49,SIEMBRA,1.87,,0,0,0,
Labor_436,K50 - SIEMBRA SEMI-MECANICA,true,K50,SIEMBRA SEMI-MECANICA,1.87,,0,0,0,
Labor_437,K51 - SUBSOLADURA,true,K51,SUBSOLADURA,1.87,,0,0,0,
Labor_438,K52 - SURCADURA,true,K52,SURCADURA,1.87,,0,0,0,
Labor_439,K54 - TAPADO MECANICO,true,K54,TAPADO MECANICO,1.87,,0,0,0,
Labor_440,K55 - TRANSPORTE DE ABONO,true,K55,TRANSPORTE DE ABONO,1.87,,0,0,0,
Labor_441,K56 - TRANSPORTE DE PERSONAL,true,K56,TRANSPORTE DE PERSONAL,1.87,,0,0,0,
Labor_442,K58 - ACUMULAR MATERIAL,true,K58,ACUMULAR MATERIAL,1.87,,0,0,0,
Labor_443,K59 - LLENAR CAMIONES DE MATERIAL,true,K59,LLENAR CAMIONES DE MATERIAL,1.87,,0,0,0,
Labor_444,K61 - TRANSPORTE DE CAL,true,K61,TRANSPORTE DE CAL,1.87,,0,0,0,
Labor_445,K66 - TRANSPORTE DE MATERIA,true,K66,TRANSPORTE DE MATERIA,1.87,,0,0,0,
Labor_446,K67 - TRANSPORTE DE GRUA,true,K67,TRANSPORTE DE GRUA,1.87,,0,0,0,
Labor_447,K73 - TRANSPORTE DE SEMILLA,true,K73,TRANSPORTE DE SEMILLA,1.87,,0,0,0,
Labor_448,K79 - TRASIEGO DE CAÑA,true,K79,TRASIEGO DE CAÑA,1.87,,0,0,0,
Labor_449,K81 - OPERACION DE MOTOSIERRA,true,K81,OPERACION DE MOTOSIERRA,1.87,,0,0,0,
Labor_450,K82 - TRASLADO DE EQUIPO,true,K82,TRASLADO DE EQUIPO,1.87,,0,0,0,
Labor_451,N01 - ABONAMIENTO,true,N01,ABONAMIENTO,1.87,,0,0,0,
Labor_452,N02 - ACARREO DE AGUA PARA FUMIGAR,true,N02,ACARREO DE AGUA PARA FUMIGAR,1.87,,0,0,0,
Labor_453,N03 - TRANSPORTE DE PIEDRA,true,N03,TRANSPORTE DE PIEDRA,1.87,,0,0,0,
Labor_454,N04 - TRANSPORTE DE ARENA,true,N04,TRANSPORTE DE ARENA,1.87,,0,0,0,
Labor_455,N05 - TRANSPORTE DE LEÑA,true,N05,TRANSPORTE DE LEÑA,1.87,,0,0,0,
Labor_456,N06 - TRANSPORTE DE AZUCAR TURBINADO,true,N06,TRANSPORTE DE AZUCAR TURBINADO,1.87,,0,0,0,
Labor_457,N07 - TRANSPORTE DE AZUCAR CRUDO,true,N07,TRANSPORTE DE AZUCAR CRUDO,1.87,,0,0,0,
Labor_458,N08 - TRANSPORTE DE CACHAZA,true,N08,TRANSPORTE DE CACHAZA,1.87,,0,0,0,
Labor_459,N09 - BOTAR CAÑA,true,N09,BOTAR CAÑA,1.87,,0,0,0,
Labor_460,N10 - TRANSPORTE DE MELAZA,true,N10,TRANSPORTE DE MELAZA,1.87,,0,0,0,
Labor_461,N11 - TRANSPORTE DE RIPIO O GRABA,true,N11,TRANSPORTE DE RIPIO O GRABA,1.87,,0,0,0,
Labor_462,N12 - TRANSPORTE DE TIERRA,true,N12,TRANSPORTE DE TIERRA,1.87,,0,0,0,
Labor_463,N16 - ALCE MATERIALES Y PIEZAS,true,N16,ALCE MATERIALES Y PIEZAS,1.87,,0,0,0,
Labor_464,N22 - AUXILIO DE EQUIPO,true,N22,AUXILIO DE EQUIPO,1.87,,0,0,0,
Labor_465,N25 - TRANSPORTE DE BAGAZO,true,N25,TRANSPORTE DE BAGAZO,1.87,,0,0,0,
Labor_466,N27 - LLENAR CAMIONES DE MATERIAL,true,N27,LLENAR CAMIONES DE MATERIAL,2.68,,0,0,0,
Labor_467,N28 - CHAPEO MECANIZADO,true,N28,CHAPEO MECANIZADO,1.87,,0,0,0,
Labor_468,N29 - CONSTRUCCION DE CANALES,true,N29,CONSTRUCCION DE CANALES,1.87,,0,0,0,
Labor_469,N30 - CONSTRUCCION DE DIQUES O VADOS,true,N30,CONSTRUCCION DE DIQUES O VADOS,1.87,,0,0,0,
Labor_470,N31 - REPARACION DE CAMINOS CAÑEROS,true,N31,REPARACION DE CAMINOS CAÑEROS,1.87,,0,0,0,
Labor_471,N32 - REPARACION DE CAM TRANSITORIOS,true,N32,REPARACION DE CAM TRANSITORIOS,1.87,,0,0,0,
Labor_472,N43 - RELLENOS,true,N43,RELLENOS,1.87,,0,0,0,
Labor_473,N44 - RIEGO DE AGUA,true,N44,RIEGO DE AGUA,1.87,,0,0,0,
Labor_474,N45 - REPARTO DE COMBUSTIBLE,true,N45,REPARTO DE COMBUSTIBLE,1.87,,0,0,0,
Labor_475,N55 - TRANSPORTE DE ABONO,true,N55,TRANSPORTE DE ABONO,1.87,,0,0,0,
Labor_476,N56 - TRANSPORTE DE PERSONAL,true,N56,TRANSPORTE DE PERSONAL,1.87,,0,0,0,
Labor_477,N58 - ACUMULAR MATERIAL,true,N58,ACUMULAR MATERIAL,1.87,,0,0,0,
Labor_478,N61 - TRANSPORTE DE CAL,true,N61,TRANSPORTE DE CAL,1.87,,0,0,0,
Labor_479,N62 - TRANSPORTE DE CEMENTO,true,N62,TRANSPORTE DE CEMENTO,1.87,,0,0,0,
Labor_480,N67 - SERVICIO DE GRUA,true,N67,SERVICIO DE GRUA,1.87,,0,0,0,
Labor_481,N80 - ACUMULAR CASCARILLA,true,N80,ACUMULAR CASCARILLA,1.87,,0,0,0,
Labor_482,N81 - TRANSPORTE DE CASCARILLA,true,N81,TRANSPORTE DE CASCARILLA,1.87,,0,0,0,
